sigma,rank,ave. train error,ave. test error,ave. num for both train and test
9.23670857187386,70,0.1057975238670947,2.7819244256260496,13.5
9.23670857187386,80,0.1124138045271809,2.7614050071641714,16.25
9.23670857187386,90,0.09369700476369164,3.380814274671567,13.25
9.23670857187386,100,0.07679455583666539,3.7367910631546475,12.75
9.23670857187386,110,0.09193309421310222,3.5720962915214622,17.75
9.23670857187386,120,0.06387552767390463,3.9912370888954247,18.5
9.23670857187386,130,0.05144850436430107,4.435702292377937,17.5
9.23670857187386,140,0.04491681498988965,2.9482245029198775,25.75
10.0,40,0.15223952517658676,1.6062436451380173,7.25
10.0,50,0.0985472711136917,1.712865590173795,9.25
10.0,60,0.0993123425550735,2.7517691179713015,10.75
10.0,70,0.11142170289328852,2.5814936647904387,13.25
10.0,80,0.10061232607605321,2.3656438834694127,14.0
10.0,90,0.10354674268204286,2.784243718791471,17.25
10.0,100,0.10292947317381518,2.684344557622231,20.5
10.0,110,0.0784479588668306,3.6113214390217983,17.5
10.0,120,0.08012457814154042,3.406863711033415,19.25
10.0,130,0.04869344264123243,4.307211726616222,17.25
10.0,140,0.030392369240789127,4.4029540266590335,18.0
